,Mean Expression,Log2 Fold Change,Adjusted P value,Gene Name,Function,Pathway
PMI2402,868.171076074608,1.65690472112467,1.11909014947355e-05,dhaK,"(GenBank) PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit","pmr00561  Glycerolipid metabolism, pmr01100  Metabolic pathways"
PMI0250,14255.919024421,1.65453142713306,0.000247022021728385,,(GenBank) putative lipoprotein,
PMI3003,29.296870295840602,1.65369009615116,0.0083571620939941,,(GenBank) fimbrial operon regulator,
PMI2827,46.14800482686171,1.6519922357660402,0.00125129462362432,,(GenBank) putative membrane protein,
PMI3386,2330.98639476921,1.6495181017413203,1.82753676759323e-08,,(GenBank) putative exported protein,
PMI3230,1468.9946537756,1.63295491966901,9.86675369811859e-09,proP,(GenBank) proline/betaine transporter (MFS-family transporter),
PMI1472,4735.50100273977,1.62715635389329,0.0031885285040178604,oppD,"(GenBank) oligopeptide ABC transporter, ATP-binding protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI0207,2396.06173772859,1.62524411828159,5.833665642675079e-05,hcp,(GenBank) conserved hypothetical protein (putative hemolysin co-regulated protein),pmr03070  Bacterial secretion system
PMI0069,84.59562211384309,1.62003364273328,0.000108587274273613,,(GenBank) putative aldehyde ferredoxin oxidoreductase,
PMI0588,250.440078878877,1.60922749034352,8.07709830866413e-08,pnuC,(GenBank) putative nicotinamide mononucleotide transport protein,
PMI0481,7.357633412285451,1.6092096376944098,0.023616485344497003,,(GenBank) putative phage regulatory protein,
PMI1377,412.85927636309196,1.60782984493092,1.16065183994336e-05,pspF,(GenBank) psp operon transcriptional activator,
PMI0070,10.407938526057,1.59689322822087,0.0140907107278553,,"(GenBank) putative oxidoreductase, Fe-S subunit",
PMI3699,1322.72908182726,1.59134973547675,0.00026265421172625,,(GenBank) putative membrane protein,
PMI3229,1265.43747229748,1.5870942911247803,6.342670999425841e-08,phrB,(GenBank) deoxyribodipyrimidine photolyase,
PMI2410,52.5400204226806,1.5853497103506002,1.6561358214117998e-05,,(GenBank) zinc-finger,
PMI3235,998.570170270543,1.5853457266986,0.000923709959289726,poxB,(GenBank) pyruvate dehydrogenase [cytochrome],pmr00620  Pyruvate metabolism
PMI2223,3144.45318214031,1.5846624456580702,0.00847463108141707,pmpA,(GenBank) fimbrial subunit,
PMI0488,660.493642524242,1.5808394425263899,2.79301039546362e-05,,(GenBank) putative phage membrane protein,
PMI2267,1428.89368433423,1.5785887218539099,1.8434742018507103e-07,tilS,(GenBank) tRNA(Ile)-lysidine synthase,
PMI3601,402.824467229638,1.5606342211596498,4.3409588826250103e-07,,(GenBank) putative membrane protein,
PMI1118,11026.6858650553,1.55925267195693,1.92601365295945e-05,,(GenBank) Rhs-family protein,pmr03070  Bacterial secretion system
PMI1814,63.200696965493606,1.55791517517333,2.65970031431904e-05,phsA,(GenBank) thiosulfate reductase precursor,"pmr00920  Sulfur metabolism, pmr01120  Microbial metabolism in diverse environments"
fig|529507.6.peg.1094,6.92483393143376,1.5437815463978801,0.0252299444700271,,,
PMI2994,1987.3543076708302,1.5378321968141002,0.00034655313637835803,,(GenBank) putative membrane protein,
PMIP08,1555.26385365054,1.5360527053711497,0.0110063212247347,pilX2,(GenBank) putative conjugal transfer protein,
PMI3701,3852.1536396449296,1.5345858656984401,0.000392791536996541,,(GenBank) putative sodium:dicarboxylate symporter,
PMI1468,17.513719073455402,1.53417236960989,0.0342359679758757,,(GenBank) fimbrial subunit,
PMI3001,26.190479207114397,1.5335969901962798,0.0160083835758334,,(GenBank) putative fimbrial protein,
PMI0152,758.7327573429441,1.52551126339147,0.000278568904947073,,(GenBank) conserved hypothetical protein,
PMI0467,46.3874385897744,1.52406437890097,0.0017618865771892398,recT,(GenBank) phage DNA recombinase,
PMI1930,635.709278688494,1.5173604705932502,0.00041634445782567003,,(GenBank) conserved hypothetical protein,
PMI2217,122.75220612048099,1.51354255712426,0.00814298461579115,,(GenBank) putative fimbrial subunit,
PMI1119,6108.03716117614,1.508385058488,4.6680064422525e-05,,(GenBank) conserved hypothetical protein,
PMI2996,936.003484068264,1.50578914224215,0.0008988437655891369,,(GenBank) putative exported protein,
PMI3200,4629.89741771143,1.50014831186842,5.25131572338198e-05,cpxP,(GenBank) periplasmic protein,
PMI2172,246.031485028999,1.4948571041692098,1.16065183994336e-05,cueR,(GenBank) MerR-family transcriptional regulator (copper efflux regulator),
fig|529507.6.peg.416,28.795779806643502,1.49164340143198,0.00123662049504842,,,
PMI1523,1416.4315419178602,1.4916265761647098,1.13877747643345e-05,,(GenBank) putative nitroreductase,
PMI0251,398.185225096275,1.4905486601715499,5.48498216323883e-07,,(GenBank) putative membrane protein,
PMI1701,608.934545356521,1.4846996724629298,0.00129640790642413,,(GenBank) putative D-alanine aminotransferase,"pmr00310  Lysine degradation, pmr00330  Arginine and proline metabolism, pmr00360  Phenylalanine metabolism, pmr00472  D-Arginine and D-ornithine metabolism, pmr00473  D-Alanine metabolism, pmr01100  Metabolic pathways"
PMI1391,9.53304025825364,1.47697332698257,0.0202188800391891,,(GenBank) conserved hypothetical protein,
PMI0493,25.3243666671291,1.47521377571926,0.00412097397418608,,(GenBank) phage protein,
fig|529507.6.peg.2069,158.448383483387,1.4748964960233402,0.00223146359331582,,,
PMI1301,334.73221086864703,1.4717746086118701,8.09345328954905e-05,,(GenBank) putative membrane protein,
PMI0522,153.403989259177,1.4647977062523299,0.0009252377915587891,,(GenBank) phage protein,
PMI2038,2220.7646370162397,1.4587634983638302,2.1516706507375002e-11,,(GenBank) putative mechanosensitive ion channel protein,
PMI2368,146.81794271658998,1.4539727366013602,5.6907543972511705e-05,aroH,(GenBank) putative phospho-2-dehydro-3-deoxyheptonate aldolase,"pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids, pmr02024  Quorum sensing"
PMI0480,12.5003898948345,1.4520412257726598,0.048349963499031,,(GenBank) putative phage regulatory protein,
PMI0591,1180.17644639133,1.4518622744107899,0.000206805302293216,modF,(GenBank) putative molybdenum transport ATP-binding protein (photorepair protein),pmr02010  ABC transporters
PMI3177,6764.544020777261,1.45175269824996,0.0044271327431757105,kbl,(GenBank) 2-amino-3-ketobutyrate coenzyme A ligase,"pmr00260  Glycine, serine and threonine metabolism"
PMI3002,174.56451229220102,1.44997408450289,0.0173177516502224,,(GenBank) putative fimbrial protein,
PMI2941,229.405480871165,1.4493335324600902,0.0128894654286538,,(GenBank) probable carbohydrate kinase,
PMI1491,463.567318014303,1.4486242872015802,0.00286849403855581,,(GenBank) response regulator,
PMI1679,922.5759145787981,1.44671784785896,7.1104313341317e-06,,(GenBank) conserved hypothetical protein,
PMI2404,1577.72714813599,1.4439380980583998,5.22866512455055e-05,dhaM,"(GenBank) PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit [includes: phosphocarrier protein Hpr and phosphotransferase enzyme IIa component]","pmr00561  Glycerolipid metabolism, pmr01100  Metabolic pathways"
PMI2221,1546.4228967876502,1.43509253144986,0.021898067948502,,(GenBank) fimbrial outer membrane usher protein,
PMI1471,2455.17241177004,1.42742968038798,0.0142553965640586,oppF,"(GenBank) oligopeptide ABC transporter, ATP-binding protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI1819,131.549778617069,1.42399771295284,0.00285161375411039,,(GenBank) putative short-chain dehydrogenase,
PMI2562,45.647950368475,1.4237042338548798,0.000559511944322341,,(GenBank) hypothetical protein,
PMI3009,5198.35169312706,1.4228737013738,6.40405351846129e-05,uspA,(GenBank) universal stress protein A,
PMI0277,15732.0281741658,1.4226770451553101,0.000847802861405306,zapC,(GenBank) type I secretion protein,
PMI3284,2742.43816502453,1.41890251148162,3.97026742105101e-07,mscL,(GenBank) large-conductance mechanosensitive channel,
PMI2956,470.50308551282205,1.4187975506502801,7.23737968932177e-06,chbB,"(GenBank) N,N'-diacetylchitobiose-specific PTS system, EIIB component","pmr00500  Starch and sucrose metabolism, pmr02060  Phosphotransferase system (PTS)"
PMI1451,2660.4956288973003,1.41245907847001,8.09029374871191e-06,uspG2,(GenBank) universal stress protein G,
PMI0891,43340.1401591345,1.40955433518221,0.0045357703606750295,icd,(GenBank) isocitrate dehydrogenase [NADP],"pmr00020  Citrate cycle (TCA cycle), pmr00480  Glutathione metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01210  2-Oxocarboxylic acid metabolism, pmr01230  Biosynthesis of amino acids"
PMI1932,155.561146654834,1.4047738677730601,0.00041988506810209704,,(GenBank) putative transporter,
PMI0564,20406.7252157757,1.39321499552468,0.0105815933865973,gltA,(GenBank) citrate synthase GltA,"pmr00020  Citrate cycle (TCA cycle), pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01210  2-Oxocarboxylic acid metabolism, pmr01230  Biosynthesis of amino acids"
PMI0457,31.7119399286905,1.3906052134923899,0.00452844196635781,,(GenBank) putative phage recombination protein,
PMI1966,1381.3523354112801,1.38965668031497,0.0154592756424847,chrR,(GenBank) putative chromate reductase (NADPH-dependent FMN reductase),
PMI3208,218.254470261828,1.3888238884349,3.6855634022289e-07,fpr,(GenBank) ferredoxin--NADP reductase,
PMI0605,200.73548127289902,1.38600894142079,0.0222071688459029,bioC,(GenBank) biotin synthesis protein BioC,"pmr00780  Biotin metabolism, pmr01100  Metabolic pathways"
PMI1469,152.47027717788401,1.38059852723308,0.0019361389259961899,,(GenBank) fimbrial subunit,
PMI2049,16.966191710146102,1.37910731340287,0.00612036061822832,ppdD,(GenBank) prelipin peptidase dependent protein D,
PMI3662,6191.26354375054,1.3685415943111003,0.0240761737609898,,(GenBank) conserved hypothetical protein,
PMI2995,232.993977889879,1.36819982229909,0.0129674063535198,,(GenBank) conserved hypothetical protein,
PMI1954,850.727739957036,1.36537356773489,0.00627089975822521,,(GenBank) universal stress protein,
PMI2220,605.6651456147059,1.36173721310474,0.0362428446041883,,(GenBank) fimbrial chaperone protein,
PMI2119,3826.8757624629498,1.3544624787129798,0.00408894496104989,,(GenBank) putative exported protein,
PMI0463,21.064566482531102,1.35100232444409,0.0133856580978296,,(GenBank) putative phage protein,
PMI0068,49.5738829331524,1.35044630479626,0.000147387785400463,,(GenBank) putative subunit of oxidoreductase,
PMI1120,23685.872220509198,1.340994576219,0.0006406645724467639,,(GenBank) Rhs-family protein,
PMI0770,106.817001842332,1.34020716001268,4.39708905084803e-05,,(GenBank) conserved hypothetical protein,
PMI0750,11179.2175938691,1.33904213734086,0.0012834862137226,,(GenBank) conserved hypothetical protein,pmr03070  Bacterial secretion system
PMI1270,423.19020378567706,1.3239445733502901,2.0798681793960603e-05,,(GenBank) conserved hypothetical protein,
PMI1708,495.882099009061,1.3235660362089898,0.0013186564264204199,,(GenBank) conserved hypothetical protein,
PMI0322,72.9692595115383,1.3182409408025801,0.00020288863643304098,,(GenBank) transposase,
PMIP50,144.211725204903,1.31664854460399,0.008178254730184659,,(GenBank) conserved hypothetical protein,
PMIP21,1159.30697857318,1.31563230236876,0.0102138407089899,,(GenBank) putative membrane protein,
fig|529507.6.peg.306,24.3184231622574,1.3088186876793402,0.00777024844385298,,,
PMI1302,838.662752946253,1.30840260049315,2.239851936413e-05,,(GenBank) putative oxidoreductase,"pmr00562  Inositol phosphate metabolism, pmr01120  Microbial metabolism in diverse environments"
PMI0351,271.95734363903097,1.30733492348428,6.58803021001462e-06,,(GenBank) putative exported protein,
PMI1509,3219.0431611507106,1.3007821096233798,0.00482997268125476,dadA,(GenBank) D-amino acid dehydrogenase small subunit,pmr00360  Phenylalanine metabolism
PMI0850,156.072573015004,1.30047695410796,0.000654846516447569,,(GenBank) MFS-family transporter,
PMI3359,123.59650826583099,1.30039094368804,0.000307751311692007,,(GenBank) putative antitoxin,
PMI1094,2391.82841018506,1.2972853356243101,0.00289469203941778,,(GenBank) putative 2-hydroxyacid dehydrogenase,"pmr00260  Glycine, serine and threonine metabolism, pmr00620  Pyruvate metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments"
PMI2219,75.5894254908312,1.29689484820791,0.0257772515170021,,(GenBank) putative fimbrial protein,
PMI0606,102.419287949256,1.29579393234073,0.0340440952727698,bioD,(GenBank) dethiobiotin synthetase,"pmr00780  Biotin metabolism, pmr01100  Metabolic pathways"
PMI2403,386.694529269918,1.29128155644385,0.00257855232040649,dhaL,"(GenBank) PTS-dependent dihydroxyacetone kinase, ADP-binding subunit","pmr00561  Glycerolipid metabolism, pmr01100  Metabolic pathways"
PMI0051,671.720289906017,1.28782254008902,8.05841004045114e-06,phoB,(GenBank) phosphate regulon transcriptional regulator (two-component response regulator),pmr02020  Two-component system
PMI3697,27.3143800318323,1.28748121762999,0.0199031510298865,,(GenBank) conserved hypothetical protein,
PMI0847,3624.79339737488,1.2863744552268201,0.0036386905515027397,dld,(GenBank) D-lactate dehydrogenase,"pmr00620  Pyruvate metabolism, pmr01120  Microbial metabolism in diverse environments"
PMI2215,701.485462703311,1.28370818673275,0.0215769551680115,,(GenBank) putative peroxidase,
PMI0410,442.353932904356,1.28328707030503,5.14086586383377e-09,proX,"(GenBank) putative glycine betaine/L-proline ABC transporter, substrate-binding protein",pmr02010  ABC transporters
PMI1737,504.219830649668,1.2817123254295901,0.000142991897267533,,(GenBank) putative lipoprotein,
PMI0028,878.030721602314,1.264260528162,0.000689815643887775,metC,(GenBank) cystathionine beta-lyase,"pmr00270  Cysteine and methionine metabolism, pmr00450  Selenocompound metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI2218,167.487843386336,1.2623534969886798,0.030341598907608996,,(GenBank) fimbrial subunit,
PMI0208,1678.2626818965,1.2618971552262201,0.00439378568724715,,(GenBank) VgrG-like protein,pmr03070  Bacterial secretion system
PMI1057,44.968641656984396,1.26150985378513,0.000803229293499186,,(GenBank) putative membrane protein,
PMI3358,62.293957231631495,1.25743536472175,0.0135855080647372,,(GenBank) putative plasmid stabilization protein,
PMI0733,5074.49627722807,1.2571366457609099,0.0020551789784425,,(GenBank) conserved hypothetical protein,
PMI1466,151.937382456798,1.25699289008336,0.00434770915893624,,(GenBank) fimbrial outer membrane usher protein,
PMI2138,62.630392735994604,1.25124411184891,0.0018390168661912899,agaV,"(GenBank) putative N-acetylgalactosamine-specific PTS system, EIIB component","pmr00052  Galactose metabolism, pmr02060  Phosphotransferase system (PTS)"
PMI3508,598.283045797051,1.25094454122053,0.000459698310984776,,(GenBank) putative transcriptional regulator,
PMI0151,494.925962016319,1.24554521450954,0.0028760991028733,,(GenBank) conserved hypothetical protein,
PMI2142,53.1222695384797,1.24418467963411,0.00530951600942681,aslB,(GenBank) Radical SAM superfamily protein (probable arylsulfatase-activating protein),
PMIP07,6491.67749813603,1.24236889707083,0.0202181860425468,pilX1,(GenBank) putative transglycosylase,pmr03070  Bacterial secretion system
fig|529507.6.peg.2285,96.4474165343765,1.23925711966025,0.00038615027508539303,,,
PMI0025,1478.22287508272,1.23579852142079,1.16065183994336e-05,,(GenBank) iron-containing alcohol dehydrogenase,pmr00640  Propanoate metabolism
PMI1996,65.5077295029096,1.2312885361613501,0.004020800202002021,,(GenBank) putative membrane protein,
PMI2893,669.065736512885,1.22905984314876,0.00014371483660248702,pstS,"(GenBank) phosphate ABC transporter, substrate-binding protein","pmr02010  ABC transporters, pmr02020  Two-component system"
PMI1421,15046.4800878589,1.22749337300245,0.0354739773846249,ppsA,(GenBank) phosphoenolpyruvate synthase,"pmr00620  Pyruvate metabolism, pmr00680  Methane metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI2812,1205.23320883643,1.2272181755126799,0.006135761354668729,,(GenBank) conserved hypothetical protein,
PMI1230,16.7995657387257,1.2248274315094698,0.0154478446045052,,(GenBank) putative membrane protein,
PMI0142,1655.82814813099,1.22318704280224,0.00231634306626715,cstA,(GenBank) carbon starvation protein,
PMI0276,17667.483114749,1.2224970858868,0.00281934796236878,zapD,(GenBank) type I secretion outer membrane protein,
PMI1348,235.613844599802,1.21804740327003,0.00010195375151764399,trpA,(GenBank) tryptophan synthase alpha chain,"pmr00260  Glycine, serine and threonine metabolism, pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids"
PMI2366,292.26276446552004,1.21707856983235,0.00125670461012036,,(GenBank) conserved hypothetical protein,
fig|529507.6.peg.3424,22.3726618696087,1.21514838275924,0.0103055122494138,,,
PMI3470,1562.98187877246,1.2082820062845,0.0019349625351887199,,(GenBank) putative phage protein,
PMI2206,215.98573509856098,1.20435486046364,0.00948148034119132,,(GenBank) putative sodium:sulfate symporter,
PMIP52,25.5238389797617,1.20316257641025,0.0193044915569863,,(GenBank) hypothetical protein,
PMI0482,27.3914964177239,1.2029778050989,0.0120413672752247,,(GenBank) putative phage replication protein,
PMI3178,4219.90595429499,1.20016738576297,0.0193044915569863,tdh,(GenBank) L-threonine 3-dehydrogenase,"pmr00260  Glycine, serine and threonine metabolism"
PMI0468,66.15854898901439,1.19955379076316,0.0272457183165766,,(GenBank) putative phage-related exonuclease,
PMIP20,374.43725989083197,1.19553892009954,0.0467531844649557,,(GenBank) putative membrane protein,
PMI1677,438.98786050421603,1.1938036969116699,5.3420616224231e-06,,(GenBank) putative membrane protein,
PMI2762,276.654391242412,1.1728351856676202,2.51056378278084e-05,aceK,(GenBank) isocitrate dehydrogenase kinase/phosphatase,
PMI2027,171.85461322275398,1.16508788758784,0.000138581451424701,,(GenBank) putative 5-formyltetrahydrofolate cyclo ligase,"pmr00670  One carbon pool by folate, pmr01100  Metabolic pathways"
PMI3497,10348.4517550738,1.16490657660097,0.000801043258026071,,(GenBank) putative phage-related protein,
PMI2118,3313.70376432281,1.16435079057595,0.00344383268960629,,(GenBank) putative exported carbon-nitrogen hydrolase,"pmr00121  Secondary bile acid biosynthesis, pmr01100  Metabolic pathways"
PMI0571,22772.0913590707,1.16270759546486,0.0364240491950319,sucC,(GenBank) succinyl-CoA synthetase beta chain,"pmr00020  Citrate cycle (TCA cycle), pmr00640  Propanoate metabolism, pmr00660  C5-Branched dibasic acid metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI1274,77.94102211546759,1.16017017047552,0.0017861610548735,,(GenBank) putative Na+/H+ antiporter,
PMI0670,2326.88565826883,1.15739388435647,0.0018351694084630399,fhs,(GenBank) formate--tetrahydrofolate ligase,"pmr00670  One carbon pool by folate, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI2540,628.9481633023111,1.1571654958817499,1.1194012389446199e-05,,(GenBank) conserved hypothetical protein,
PMI3593,698.7941088512559,1.15647419138208,4.49684763771044e-06,glpB,(GenBank) anaerobic glycerol-3-phosphate dehydrogenase subunit B,"pmr00564  Glycerophospholipid metabolism, pmr01110  Biosynthesis of secondary metabolites"
PMI3454,45.213108457176894,1.1542156437840099,0.0017720801336441301,pyrI,(GenBank) aspartate carbamoyltransferase regulatory subunit,"pmr00240  Pyrimidine metabolism, pmr00250  Alanine, aspartate and glutamate metabolism, pmr01100  Metabolic pathways"
PMI1204,61.7798404498077,1.15347828105473,0.00133307102144334,,(GenBank) putative dimethyl sulfoxide reductase chain A precursor,pmr00920  Sulfur metabolism
PMI0989,535.786427677971,1.1497521584427701,0.00044601257857913206,,(GenBank) conserved hypothetical protein,
PMI2870,940.484614691283,1.14536551187308,1.64418114315367e-06,,(GenBank) putative exported protein,
PMI2839,638.904638544209,1.143442471647,0.0135855080647372,,(GenBank) putative tautomerase,"pmr00362  Benzoate degradation, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01220  Degradation of aromatic compounds"
PMI3592,728.230059792437,1.14153331339919,0.0007300314565190809,glpA,(GenBank) anaerobic glycerol-3-phosphate dehydrogenase subunit A,"pmr00564  Glycerophospholipid metabolism, pmr01110  Biosynthesis of secondary metabolites"
PMI2216,306.08274554645,1.14138841085291,0.0284125609472857,,(GenBank) putative fimbrial adhesin,
PMI1234,444.567914534855,1.13975106156604,0.000221941566216764,,(GenBank) pyridoxal-phosphate dependent,
PMI1283,474.43651927039804,1.1297322073404898,0.0244879620544359,,(GenBank) putative exported protein,
PMI0659,495.60591636483,1.1273267695738602,0.000923709959289726,hisF,(GenBank) imidazole glycerol phosphate synthase subunit HisF,"pmr00340  Histidine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI1168,236.934743553245,1.1269682551483,3.2622337156248104e-05,minE,(GenBank) cell division topological specificity factor,
PMI0664,515.402866777933,1.1263541796243501,0.000559511944322341,hisD,(GenBank) histidinol dehydrogenase,"pmr00340  Histidine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI0784,302.07434399344504,1.12609563506226,7.045163649310561e-06,,(GenBank) conserved hypothetical protein,
PMI0751,16438.7256664474,1.1227211359195401,0.0070518954878789,,(GenBank) putative RHS accessory genetic element (VgrG-like protein),
PMI3630,518.472228604688,1.1189149102055802,0.00040552441475370603,,(GenBank) possible zinc-binding dehydrogenase,"pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways"
PMI3080,95.6725452789955,1.11372687389913,0.0128810936865648,,(GenBank) putative amidohydrolase/metallopeptidase,
PMI3294,550.641860939484,1.11090721789917,0.0007254594282565679,,(GenBank) putative transferase,
fig|529507.6.peg.1042,10514.9055344805,1.1103145853267098,0.023173035660448996,,,
PMI0052,284.140409494684,1.10627152847852,0.000474860806043171,phoR,(GenBank) phosphate regulon sensor protein (two-component histidine kinase),pmr02020  Two-component system
PMI3674,143.989178787621,1.10320073530959,0.00254622826917528,,(GenBank) probable aminohydrolase,
PMI3455,346.890445831203,1.0950323400215,4.39708905084803e-05,pyrB,(GenBank) aspartate carbamoyltransferase catalytic subunit,"pmr00240  Pyrimidine metabolism, pmr00250  Alanine, aspartate and glutamate metabolism, pmr01100  Metabolic pathways"
PMI3602,144.09154537965202,1.09180299347886,2.65970031431904e-05,,(GenBank) putative exported protein,
PMI2139,106.981996542101,1.09154308426972,0.0137641499892054,agaS,(GenBank) putative tagatose-6-phosphate ketose/aldose isomerase,
PMI0407,15293.111165640401,1.08684156509652,0.0011324550670825,emrR,(GenBank) MarR-family transcriptional regulator,
PMI1105,371.92716091125703,1.0837740464900898,0.0163535393497686,cutC,(GenBank) copper homeostasis protein,
PMI3675,79.9062844218668,1.08299962770775,0.00498878400229485,,(GenBank) putative C4-dicarboxylate transporter,
PMI1273,343.60087787493995,1.08114892290966,0.00570015557791337,xylA,(GenBank) xylose isomerase,"pmr00040  Pentose and glucuronate interconversions, pmr00051  Fructose and mannose metabolism, pmr01100  Metabolic pathways"
PMI0992,155.032270842363,1.07907174161637,0.000126378077281072,,(GenBank) putative exported protein,
PMI1316,204.63889445729802,1.076649443759,4.18027003311205e-05,pgpB,(GenBank) phosphatidylglycerophosphatase B,"pmr00564  Glycerophospholipid metabolism, pmr01100  Metabolic pathways"
PMI0730,650.681360431587,1.07602968046976,0.00612036061822832,,(GenBank) conserved hypothetical protein,
PMI1350,2722.4596915745396,1.0693771155039,0.0163535393497686,ompW,(GenBank) outer membrane protein,
PMI2663,295.148616054957,1.06016442521899,0.000276596561713331,,(GenBank) putative regulatory protein,
PMI3647,884.0673940200489,1.05903407348798,2.7771643320802197e-05,,(GenBank) probable sigma(54) modulation protein,
PMI3231,1270.63451773739,1.0520218831341,0.000216801266591948,cysB,(GenBank) cys regulon transcriptional activator (LysR-family transcriptional regulator),
PMI1995,3870.7142599146996,1.0466940479615099,0.00404290264661069,,(GenBank) conserved hypothetical protein,
PMI0752,7776.22227405674,1.0459668195724598,0.0120228166298718,,(GenBank) conserved hypothetical protein,
PMI1364,504.078963454258,1.04545367999303,0.0096988644457101,,(GenBank) putative transport protein,
PMI1969,552.543244072144,1.0433614053206401,0.00140600408370197,,(GenBank) putative membrane protein,
PMI1508,1004.52904900696,1.04206937793888,0.0257780100719445,dadB,"(GenBank) alanine racemase, catabolic","pmr00473  D-Alanine metabolism, pmr01100  Metabolic pathways, pmr01502  Vancomycin resistance"
PMI2096,169.83039290908502,1.03289949770121,0.00619781956402782,,(GenBank) putative membrane protein,
PMI1921,64.9212108295256,1.02691258223172,0.00196747475992669,,(GenBank) putative exported protein,
PMI3225,404.525552083358,1.02439034512641,0.000627187785495106,,(GenBank) putative membrane protein,
PMI0209,598.46440291401,1.0214189237018398,0.0159180572243176,,(GenBank) conserved hypothetical protein,
PMI2547,909.943884887304,1.02099830897817,0.0049094173650480605,dcuA,(GenBank) anaerobic C4-dicarboxylate transporter,
PMI0662,959.573475309363,1.0195222105646,0.000771917464107507,hisB,(GenBank) histidine biosynthesis bifunctional protein [includes: histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase],"pmr00340  Histidine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI1106,112.642718544214,1.01740855734372,0.0102880389769307,,(GenBank) putative lipoprotein,
PMI1264,527.44872595476,1.0118002322042499,0.00502840688097635,,(GenBank) putative HlyD-family secretion protein (putative multidrug resistance protein),
PMI2758,1420.12507491109,1.01092569110145,0.000197675479600158,metH,(GenBank) methionine synthase (5-methyltetrahydrofolate--homocysteine methyltransferase),"pmr00270  Cysteine and methionine metabolism, pmr00450  Selenocompound metabolism, pmr00670  One carbon pool by folate, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI1734,8792.90318965174,-1.00380833585394,0.000840043462631782,nrdA,(GenBank) ribonucleoside-diphosphate reductase 1 alpha chain,"pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways"
PMI0653,3514.99153248323,-1.0046162976796,0.00692202987383558,,(GenBank) probable transporter,
PMI2262,281.871763782403,-1.00596915990245,0.0067137416805741,rcsF,(GenBank) regulator of colanic acid capsule synthesis,pmr02020  Two-component system
PMI2862,2543.93293414356,-1.0085144736856702,0.0059221382615825295,gmk,(GenBank) guanylate kinase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways"
PMI2854,2273.26532968575,-1.00943719263258,0.0042764426243485,glyQ,(GenBank) glycyl-tRNA synthetase alpha subunit,pmr00970  Aminoacyl-tRNA biosynthesis
PMI1693,422.153174938032,-1.0123349680615101,0.0007872406593440871,,(GenBank) putative acetyltransferase,
PMI0083,1295.2473930444999,-1.0152029951739,0.00564991918494451,nusB,(GenBank) N utilization substance protein B,
PMI1976,36.682241404085104,-1.01590991723726,0.00891912587230542,,(GenBank) probable major tail sheath protein,
PMI1164,858.902091995346,-1.01884163948613,0.00817676556317377,rpf,(GenBank) resuscitation-promoting factor (putative glycoprotease),
