,Mean Expression,Log2 Fold Change,Adjusted P value,Gene Name,Function,Pathway
PMI3260,57.1359820343004,-2.7382821181977004,0.000135910957473302,rplV,(GenBank) 50S ribosomal protein L22,pmr03010  Ribosome
PMI3157,17.907820378201002,-2.7788310374068304,0.00328539002125052,rpmB,(GenBank) 50S ribosomal protein L28,pmr03010  Ribosome
PMI2872,92.4886344286018,-2.7798698214538105,2.1423636185390302e-07,rluF,(GenBank) ribosomal large subunit pseudouridine synthase F,
fig|529507.6.peg.306,5.834261769297281,-2.7982872654398,0.0201990703950548,,,
PMI2787,56.1419520867095,-2.8425966467807595,4.9630793560613e-05,rplJ,(GenBank) 50S ribosomal subunit protein L10,pmr03010  Ribosome
PMI3280,140.847316044038,-2.87049673307465,0.000977355925219972,rpoA,(GenBank) DNA-directed RNA polymerase alpha chain,"pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways, pmr03020  RNA polymerase"
PMI1676,8.76637088004146,-2.8713947768456602,0.0109683252643311,cspC,(GenBank) cold shock-like protein,
PMI3276,5.543171921390781,-2.87942902601306,0.0156149591170672,rpmJ,(GenBank) 50S ribosomal protein L36,pmr03010  Ribosome
PMI0858,6.87251362050091,-2.91511657659079,0.0110840323990953,plsX,(GenBank) fatty acid/phospholipid synthesis protein,"pmr00561  Glycerolipid metabolism, pmr00564  Glycerophospholipid metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
PMI3512,11.4330735510695,-2.9193429439538803,0.00468179885347541,deoC,(GenBank) deoxyribose-phosphate aldolase,pmr00030  Pentose phosphate pathway
PMI1864,5.618015367546491,-2.98982172789467,0.0105071712033379,,(GenBank) TetR-family transcriptional regulator,
PMI0013,6.50541816662462,-3.08810122650431,0.00728696985617725,rpsT,(GenBank) 30S ribosomal protein S20,pmr03010  Ribosome
PMI2148,10.0785178506867,-3.17875812914175,0.00243303956511024,,(GenBank) DJ-1/PfpI-family protein,
PMI3267,57.1639823169283,-3.18881883737858,2.5392994317970298e-06,rplE,(GenBank) 50S ribosomal protein L5,pmr03010  Ribosome
PMI2435,6.69735082219185,-3.28072338211189,0.00319903239030789,,(GenBank) putative plasmid-related protein,
PMI2285,21.573582530304698,-3.7067152001093002,5.04934653408169e-05,rpsB,(GenBank) 30S ribosomal protein S2,pmr03010  Ribosome
