,Mean Expression,Log2 Fold Change,Adjusted P value,Gene Name,Function,Pathway
PMIP02,17.1150290432881,1.08056992510335,0.0390019682168442,,(GenBank) putative membrane protein,
PMI2740,1507.1113747978,1.07253949044459,0.00110766970598695,qor,(GenBank) quinone oxidoreductase,
PMI1118,10499.4517211837,1.07213753953972,0.000314851825514348,,(GenBank) Rhs-family protein,pmr03070  Bacterial secretion system
fig|529507.6.peg.306,23.8624185206242,1.0705709402333101,0.037933278582583,,,
fig|529507.6.peg.1099,179.57490403202598,1.06846472716767,1.3799898831115302e-05,,,
PMI2994,1746.90505484914,1.06760466452621,2.74516577957527e-06,,(GenBank) putative membrane protein,
fig|529507.6.peg.3602,13.3963403343092,1.06572054991634,0.043545193619095,,,
PMI1161,280.729605807353,1.06455941970239,8.064179116039779e-06,,(GenBank) conserved hypothetical protein,
PMI0962,15.9611975903209,1.0634830069729,0.0428656288297487,,(GenBank) phage DNA adenine-methylase,
PMIP20,419.253781196538,1.05778082409726,0.0021506546073113,,(GenBank) putative membrane protein,
PMI1273,380.736583570614,1.05661385914726,6.94745689790745e-08,xylA,(GenBank) xylose isomerase,"pmr00040  Pentose and glucuronate interconversions, pmr00051  Fructose and mannose metabolism, pmr01100  Metabolic pathways"
PMI0024,1660.54414042353,1.05170919427824,0.000395679884622979,dkgA,"(GenBank) 2,5-diketo-D-gluconic acid reductase A",
PMI2219,174.260187310343,1.05059659102578,0.0320847497664387,,(GenBank) putative fimbrial protein,
PMI0069,99.1294009241527,1.05057659455902,0.00165342365849325,,(GenBank) putative aldehyde ferredoxin oxidoreductase,
PMI0251,438.12133331574097,1.04791691282174,5.1486685108960294e-05,,(GenBank) putative membrane protein,
PMI0434,818.3380515695931,1.04618459803784,0.00692860873293245,gltL,"(GenBank) glutamate/aspartate ABC transporter, ATP-binding protein","pmr02010  ABC transporters, pmr02020  Two-component system"
PMI0464,84.1314929087516,1.04563770493401,0.0359526348455946,,(GenBank) putative phage protein,
PMI2846,808.0936229122079,1.04299926699151,0.0316249009196061,dppB,"(GenBank) dipeptide ABC transporter, permease protein",pmr02010  ABC transporters
PMI0072,8032.33042917328,1.04202971883918,0.0129562368272897,ggt,(GenBank) gamma-glutamyltranspeptidase,"pmr00430  Taurine and hypotaurine metabolism, pmr00460  Cyanoamino acid metabolism, pmr00480  Glutathione metabolism, pmr01100  Metabolic pathways"
PMI1301,395.58388559512804,1.04152496209056,3.94430229146177e-05,,(GenBank) putative membrane protein,
PMI0493,61.1043052410414,1.03751856776167,0.0106780039883859,,(GenBank) phage protein,
PMI2562,39.967542467834605,1.03717460487694,0.00539615182750293,,(GenBank) hypothetical protein,
PMI2396,134.452184269286,1.03693237391708,1.96439679864663e-05,,(GenBank) conserved hypothetical protein,
PMI0410,642.3279195444841,1.0328282410185798,0.0017634135459822398,proX,"(GenBank) putative glycine betaine/L-proline ABC transporter, substrate-binding protein",pmr02010  ABC transporters
PMI3497,12644.505560727199,1.03139667953446,0.000362988801942037,,(GenBank) putative phage-related protein,
PMI1516,22.6295999371496,1.0301440449080899,0.0147621754174267,,(GenBank) hypothetical protein,
PMI1687,75.4640475717181,1.0290413053874201,0.000864389679246042,mdtG,(GenBank) multidrug resistance protein (MFS-family transporter),
PMI0833,3160.9186324245397,1.0277742527429399,0.00275270881211394,,(GenBank) putative exported protein,
PMI0276,16256.6896274023,1.02601804034019,7.41484540103205e-06,zapD,(GenBank) type I secretion outer membrane protein,
PMI0556,593.344075871508,1.02473767848332,0.00268995662826945,,(GenBank) conserved hypothetical protein,
PMI2384,4822.7669348073,1.02412186994089,2.8844507496542603e-05,terD,(GenBank) tellurite resistance protein,
PMI1106,137.700348174012,1.0227167860774,8.709818905846609e-05,,(GenBank) putative lipoprotein,
PMI0850,169.413874105138,1.02165773842127,0.000161860363778785,,(GenBank) MFS-family transporter,
PMI2367,190.71257585690202,1.02059568296779,0.00242146870301306,,(GenBank) conserved hypothetical protein,
PMI1679,779.9571943742959,1.01939389397869,0.0021431320073947,,(GenBank) conserved hypothetical protein,
fig|529507.6.peg.487,19.7655633090976,1.01892163660799,0.0295366026150812,,,
fig|529507.6.peg.1026,38.390164908214004,1.01770248799669,0.00883568386484516,,,
PMI2995,195.33075951200803,1.00685365064571,0.00010889656657499999,,(GenBank) conserved hypothetical protein,
PMI0141,1510.15178682143,-1.00016018920611,3.77433880463805e-06,recR,(GenBank) recombination protein,pmr03440  Homologous recombination
PMI1198,414.337207596251,-1.00095653765848,0.0067751959642226,ydgI,(GenBank) putative arginine/ornithine antiporter,
PMI3278,13016.9078867606,-1.0022165531938,0.000641093286765502,rpsK,(GenBank) 30S ribosomal protein S11,pmr03010  Ribosome
PMI0807,2288.53965640506,-1.0042914617883,0.0487413165634348,cspB,(GenBank) putative cold shock protein,
PMI0114,35376.9492650954,-1.0050610209446,9.05462313659298e-07,tig,(GenBank) Trigger factor,
PMI3314,12520.8572506942,-1.00533452135828,7.62489590088775e-05,rho,(GenBank) transcription termination factor Rho,pmr03018  RNA degradation
PMI3399,1105.4739708942,-1.00786073234021,6.07475096352721e-06,argR,(GenBank) arginine repressor,
PMI1354,149.14207703789899,-1.01032251272086,0.0038117273964879705,,(GenBank) putative acyl-CoA thioester hydrolase,pmr01040  Biosynthesis of unsaturated fatty acids
PMI2196,2792.0041629728003,-1.01411908294371,0.00737804169075572,,(GenBank) putative membrane-associated CAAX amino terminal protease,
PMI2156,77.0380943348158,-1.01775113200588,0.00113263546173196,,(GenBank) conserved hypothetical protein,
PMI2249,898.0089104063811,-1.0187232582517098,0.000399641083327299,cysI,(GenBank) sulfite reductase [NADPH] hemoprotein beta-component,"pmr00920  Sulfur metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments"
fig|529507.6.peg.1961,808.404812845376,-1.02073513641062,0.000369479779371576,,,
PMI2053,1187.0349557924699,-1.02222312636876,6.7098907730714695e-09,,(GenBank) conserved hypothetical protein,
PMI2370,1328.1896380836,-1.02526611196395,2.4956015002469898e-05,rpsU,(GenBank) 30S ribosomal subunit protein S21,pmr03010  Ribosome
PMI2052,1156.5113622848598,-1.02569719016531,3.658295139035471e-09,coaE,(GenBank) dephospho-CoA kinase,"pmr00770  Pantothenate and CoA biosynthesis, pmr01100  Metabolic pathways"
PMI2008,8020.4232761350595,-1.03046931452118,1.8250324808932998e-06,lysS,(GenBank) lysyl-tRNA synthetase,pmr00970  Aminoacyl-tRNA biosynthesis
PMI1038,4208.37923047979,-1.0305565810241701,5.397519024825479e-07,pheS,(GenBank) phenylalanyl-tRNA synthetase alpha chain,pmr00970  Aminoacyl-tRNA biosynthesis
PMI3628,5022.79479594024,-1.03132129614284,6.0804052002985207e-05,accB,(GenBank) biotin carboxyl carrier protein,"pmr00061  Fatty acid biosynthesis, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI2121,1082.81119151377,-1.0319942115095402,0.0134832899828071,,(GenBank) putative phosphosugar-binding regulatory protein,
PMI2248,383.24953911270205,-1.03263015096495,0.00143755257213989,cysH,(GenBank) phosphoadenosine phosphosulfate reductase,"pmr00920  Sulfur metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments"
PMI0399,269.980618745318,-1.0361134134437,7.407122101787421e-05,,(GenBank) conserved hypothetical protein,
PMI2792,59772.533354955594,-1.04206691520358,2.44662560216493e-07,tufB,(GenBank) elongation factor Tu,
PMI1877,421.851290154524,-1.04650371938601,0.0372807721006196,pmfA,(GenBank) major fimbrial subunit,
PMI3715,1195.6553485609697,-1.04743656723646,9.390000531593621e-07,,(GenBank) conserved hypothetical protein,
PMI1383,4347.81389368566,-1.05125588034788,3.17970116420793e-09,fabI,(GenBank) enoyl-[acyl-carrier-protein] reductase (NADH),"pmr00061  Fatty acid biosynthesis, pmr00780  Biotin metabolism, pmr01100  Metabolic pathways, pmr01130  Biosynthesis of antibiotics, pmr01212  Fatty acid metabolism"
PMI0900,57.8282793372352,-1.06140474407033,0.0018737674131968699,,(GenBank) prophage protein,
PMI3424,5283.40161428216,-1.06145217978057,0.0245389937833376,deaD,(GenBank) cold-shock DEAD box protein A (ATP-dependent RNA helicase),pmr03018  RNA degradation
PMI1109,556.088525485436,-1.06963133901042,0.000906678495619669,,(GenBank) conserved hypothetical protein,
PMI0714,2854.8889427029603,-1.06976340060728,6.48464389046978e-06,cmk,(GenBank) cytidylate kinase,"pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways"
fig|529507.6.peg.3057,361.061770053769,-1.07450875709509,0.009727396312141241,,,
PMI1590,3118.8731961344,-1.0750088643052,4.427535706639271e-07,,(GenBank) putative protease,
PMI2263,503.23086254912903,-1.0756147220435401,0.000100198134133091,,(GenBank) conserved hypothetical protein,
PMI0383,12702.6892083405,-1.0861726092869,0.000206100525434353,rpsP,(GenBank) 30S ribosomal protein S16,pmr03010  Ribosome
PMI1945,3489.18038936026,-1.0895500235957098,5.87721805393089e-05,ireA,(GenBank) putative TonB-dependent ferric siderophore receptor,
PMI0138,3706.16709658466,-1.09081270746978,1.4732559671201302e-10,apt,(GenBank) adenine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways"
PMI1084,2505.79480547901,-1.09088081665731,4.35472533990693e-05,ispE,(GenBank) 4-diphosphocytidyl-2-c-methyl-d-erythritol kinase,"pmr00900  Terpenoid backbone biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics"
PMI3263,2383.66671139978,-1.09153827736188,8.04186733386069e-05,rpmC,(GenBank) 50S ribosomal protein L29,pmr03010  Ribosome
PMI3056,214.264927162886,-1.09364506197648,4.2635657886077397e-05,gidB,(GenBank) methyltransferase (glucose-inhibited division protein B),
PMI0385,20034.4197945905,-1.09401597734881,0.00028919208427011803,trmD,(GenBank) tRNA (guanine-N1)-methyltransferase,
PMI0986,9384.81151284052,-1.0959153603229301,4.5720284487436197e-07,,(GenBank) conserved hypothetical protein,
PMI1083,3768.43729104382,-1.0982186243574998,3.6661480990154503e-06,prsA,(GenBank) ribose-phosphate pyrophosphokinase,"pmr00030  Pentose phosphate pathway, pmr00230  Purine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01230  Biosynthesis of amino acids"
PMI3589,1057.17541644468,-1.1014830179311002,7.874401927198491e-07,poxA,(GenBank) putative lysyl-tRNA synthetase,
PMI1990,48.767594482147295,-1.10728899257576,0.0005203591699473269,,(GenBank) phage major capsid protein,
PMI0721,276.913723476705,-1.11084216488823,4.24992800043231e-07,,(GenBank) conserved hypothetical protein,
PMI2009,8313.79173171456,-1.11135859475664,8.23164330147901e-06,prfB,(GenBank) peptide chain release factor 2,
PMI1848,2848.6685893680897,-1.11358541189624,2.9371798179218e-05,,(GenBank) radical SAM superfamily protein,
PMI3416,4896.47646381746,-1.1166328782372,1.9254991291558603e-05,,(GenBank) conserved hypothetical protein,
PMI2252,305.99125289156103,-1.11771907371609,0.000126794862348117,,(GenBank) conserved hypothetical protein,"pmr00790  Folate biosynthesis, pmr01100  Metabolic pathways"
PMI0172,298.882947252958,-1.1222032622485902,5.58175990151527e-05,,(GenBank) putative Dyp-type peroxidase,
PMI3627,15776.813299033502,-1.12866685155721,0.000129931162172891,accC,(GenBank) biotin carboxylase,"pmr00061  Fatty acid biosynthesis, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI1595,344.03450809025003,-1.1296876758977399,0.000436976726967888,pagP,(GenBank) putative antimicrobial peptide resistance and lipid A acylation protein,pmr01503  Cationic antimicrobial peptide (CAMP) resistance
PMI0160,580.827074573351,-1.13631698039608,2.34774014120987e-07,hpt,(GenBank) hypoxanthine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
PMI3531,480.70168722418,-1.13952753838826,9.68556318965709e-06,,(GenBank) conserved hypothetical protein,
PMI3276,3937.17191373779,-1.14001946830329,2.8225795325194105e-05,rpmJ,(GenBank) 50S ribosomal protein L36,pmr03010  Ribosome
PMI1417,1339.4024603825699,-1.1402710079695202,4.62112538008154e-05,,(GenBank) putative lipoprotein,
PMI0198,2874.9081035992103,-1.1417000188462298,2.47388698759157e-05,pcnB,(GenBank) poly(A) polymerase,pmr03018  RNA degradation
PMI2095,2893.3702002063897,-1.14266171980889,2.29169652050285e-07,metK,(GenBank) S-adenosylmethionine synthetase,"pmr00270  Cysteine and methionine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI1108,892.6354480702549,-1.14699451676091,0.000124485228506949,,(GenBank) conserved hypothetical protein,
PMI3279,53657.4128932475,-1.15039984633829,9.62521671584092e-06,rpsD,(GenBank) 30S ribosomal protein S4,pmr03010  Ribosome
fig|529507.6.peg.3108,248.732633456883,-1.15100216714945,1.27425207000188e-06,,,
PMI1345,156.532388220662,-1.1523309949563603,0.00197183367547881,trpD',(GenBank) anthranilate synthase component (anthranilate phosphoribosyltransferase),"pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids"
PMI2282,1816.5797824681601,-1.15422653765094,4.44217776171451e-07,frr,(GenBank) ribosome recycling factor,
PMI0842,18647.95602054,-1.1557974559941002,1.66716480799493e-06,,(GenBank) TonB-dependent receptor,
PMI2795,22835.524427638902,-1.1611042675106,2.79268499737046e-06,rpsl,(GenBank) 30S ribosomal protein S12,pmr03010  Ribosome
PMI3052,2053.95728336258,-1.1613189400518,1.18046475759741e-05,asnA,(GenBank) aspartate-ammonia ligase (asparagine synthetase A),"pmr00250  Alanine, aspartate and glutamate metabolism, pmr00460  Cyanoamino acid metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI0197,731.869143162416,-1.1641563363789,0.00021126193038741,folK,(GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridi ne pyrophosphokinase,"pmr00790  Folate biosynthesis, pmr01100  Metabolic pathways"
PMI3296,745.9528655723891,-1.16728580484356,7.191830216313129e-05,,(GenBank) conserved hypothetical protein,
PMI3055,4249.077845913929,-1.17004524966604,2.2939078434931e-05,gidA,(GenBank) tRNA uridine 5-carboxymethylaminomethyl modification enzyme (glucose-inhibited division protein A),
PMI0386,4274.03202272006,-1.18125693784314,1.54321992095445e-06,rplS,(GenBank) 50S ribosomal subunit protein L19,pmr03010  Ribosome
PMI3280,65687.6308107838,-1.18320428964454,2.14306478403841e-05,rpoA,(GenBank) DNA-directed RNA polymerase alpha chain,"pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways, pmr03020  RNA polymerase"
PMI3446,177.067077775496,-1.18402565122349,0.00143019235767145,,(GenBank) putative exported protein,
PMI1036,4373.9317408196,-1.18703408487391,1.16874992557056e-07,rpmI,(GenBank) 50S ribosomal subunit protein L35,pmr03010  Ribosome
PMI3705,61.0833520783636,-1.18747245539756,0.0150247781499486,,(GenBank) putative ABC transporter ATP-binding protein,pmr02010  ABC transporters
PMI2246,463.865205014145,-1.19456954225122,6.946952001718771e-05,cysD,(GenBank) sulfate adenylyltransferase subunit 2,"pmr00230  Purine metabolism, pmr00261  Monobactam biosynthesis, pmr00450  Selenocompound metabolism, pmr00920  Sulfur metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics"
PMI2793,111180.704534043,-1.19747345257047,5.6648506511799e-07,fusA,(GenBank) elongation factor G (EF-G),
PMI3158,62.54553621875999,-1.20030864599373,0.00412459767509035,rpmG,(GenBank) 50S ribosomal rotein L33,pmr03010  Ribosome
PMI3266,22524.234123517002,-1.20565768257696,2.49839057125019e-06,rplX,(GenBank) 50S ribosomal protein L24,pmr03010  Ribosome
PMI3406,1838.6358059093302,-1.22087490598236,4.427535706639271e-07,rpmA,(GenBank) 50S ribosomal protein L27,pmr03010  Ribosome
PMI2244,237.91549232252999,-1.22292168957501,2.00916799277513e-05,cysC,(GenBank) adenylyl-sulfate kinase,"pmr00230  Purine metabolism, pmr00920  Sulfur metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments"
PMI1017,2564.6712954830605,-1.22849056894003,3.07620790622698e-06,,(GenBank) putative exported protein,
PMI0366,2078.88098917531,-1.23021167938858,4.427535706639271e-07,gpt,(GenBank) xanthine-guanine phosphoribosyltransferase,"pmr00230  Purine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites"
PMI3410,450.31364282955,-1.23022148701452,5.11192509962893e-06,,(GenBank) putative RNA-binding protein,
PMI2789,9364.603454840792,-1.2329973994596202,4.38414937874095e-06,rplK,(GenBank) 50S ribosomal protein L11,pmr03010  Ribosome
PMI1437,3288.9620503621995,-1.2426336737308998,2.04369893470994e-11,,(GenBank) putative iron utilization protein,
PMI2794,34309.4792309183,-1.24502577470872,7.65918049234905e-07,rpsG,(GenBank) 30S ribosomal subunit protein S7,pmr03010  Ribosome
PMI2181,2034.8826339171499,-1.2500531559686399,0.000107893326387962,gsk,(GenBank) inosine-guanosine kinase,pmr00230  Purine metabolism
PMI1318,1025.14619464737,-1.2527038755705702,4.69746944955336e-05,nlpA,(GenBank) lipoprotein-28,pmr02010  ABC transporters
PMI1676,21664.3897174584,-1.2583550220486202,9.95240181434054e-09,cspC,(GenBank) cold shock-like protein,
PMI3281,1181.04801971787,-1.26333205489885,1.4499854172494101e-05,rplQ,(GenBank) 50S ribosomal protein L17,pmr03010  Ribosome
PMI3271,16667.9392064395,-1.26505140376791,9.67726649495877e-07,rplR,(GenBank) 50S ribosomal protein L18,pmr03010  Ribosome
PMI0363,507.76620212742006,-1.2758887913503798,1.7765935164752104e-05,,(GenBank) TonB-dependent ferric siderephore receptor,
PMI2109,211.519322180079,-1.28802946001829,3.96321484505743e-05,mgtE,(GenBank) magnesium transporter,
PMI3421,5571.720704478871,-1.29103812814932,7.836399172637599e-06,rpsO,(GenBank) 30S ribosomal protein S15,pmr03010  Ribosome
PMI1840,1561.5749044803601,-1.2976392919206299,0.00134709086637173,,(GenBank) putative lipoprotein,
PMI2786,18050.6393489274,-1.2987475097863002,2.5576100534377204e-08,rplL,(GenBank) 50S ribosomal subunit protein L7/L12,pmr03010  Ribosome
PMI3261,39444.6967865383,-1.30148949323046,3.5871091446065796e-07,rpsC,(GenBank) 30S ribosomal protein S3,pmr03010  Ribosome
PMI3267,26385.3668928506,-1.30341258724511,2.44662560216493e-07,rplE,(GenBank) 50S ribosomal protein L5,pmr03010  Ribosome
PMI1991,29.5199949178544,-1.3114464530683998,0.00348122182519747,,(GenBank) phage capsid scaffolding protein,
PMI0075,2176.9770499909,-1.31199824823006,4.51780937446857e-06,queA,(GenBank) S-adenosylmethionine:tRNA ribosyltransferase-isomerase,
PMI3131,1689.7871169856303,-1.31575078776038,0.000263593897791813,rpmH,(GenBank) 50s ribosomal protein l34,pmr03010  Ribosome
PMI0044,6399.188525964971,-1.3160496145778502,3.77418856557157e-06,,(GenBank) putative outer membrane protein,
PMI3264,8313.66072811304,-1.32998969169936,2.53718255313323e-06,rpsQ,(GenBank) 30S ribosomal protein S17,pmr03010  Ribosome
PMI3405,21573.5222884396,-1.3355705597909198,5.50307761544687e-07,rplU,(GenBank) 50S ribosomal protein L21,pmr03010  Ribosome
PMI1863,3132.6619660425,-1.34253415840914,2.51236577700415e-06,suhB,(GenBank) inositol-1-monophosphatase,"pmr00521  Streptomycin biosynthesis, pmr00562  Inositol phosphate metabolism, pmr01100  Metabolic pathways"
PMI2284,24995.191984872203,-1.35171754730624,9.597426669322042e-13,tsf,(GenBank) elongation factor Ts,
PMI0013,612.575273442503,-1.35778385974394,4.06763508525322e-08,rpsT,(GenBank) 30S ribosomal protein S20,pmr03010  Ribosome
PMI0173,122.13172982005501,-1.3675637702033099,4.1777893197127206e-05,,(GenBank) putative exported protein,
PMI1849,7449.88449364274,-1.3678634139083898,3.29943263850648e-09,ndk,(GenBank) nucleoside diphosphate kinase,"pmr00230  Purine metabolism, pmr00240  Pyrimidine metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics"
PMI0861,15712.6373010301,-1.36851983708121,4.59439481339308e-11,fabG,(GenBank) 3-oxoacyl-[acyl-carrier protein] reductase,"pmr00061  Fatty acid biosynthesis, pmr00780  Biotin metabolism, pmr01040  Biosynthesis of unsaturated fatty acids, pmr01100  Metabolic pathways, pmr01130  Biosynthesis of antibiotics, pmr01212  Fatty acid metabolism"
PMI1736,535.580074826493,-1.37173890804303,4.88465940723144e-05,,(GenBank) putative ferredoxin,
PMI3257,12409.0672487182,-1.38033766276947,4.1701954507834896e-07,rplW,(GenBank) 50S ribosomal protein L23,pmr03010  Ribosome
PMI0288,10904.227380279799,-1.3843839537316498,0.000222953485206328,rafY,(GenBank) putative glycoporin,
PMI0678,477.89818148130996,-1.38663209274759,7.407122101787421e-05,rumB,(GenBank) putative 23S rRNA (uracil-5-)-methyltransferase,
PMI2788,5295.76885683359,-1.3880622553856299,3.17468952823116e-07,rplA,(GenBank) 50S ribosomal protein L1,pmr03010  Ribosome
PMI3269,21510.706154633997,-1.41280875250898,7.874401927198491e-07,rpsH,(GenBank) 30S ribosomal protein S8,pmr03010  Ribosome
PMI2285,30276.6411636971,-1.4132586660522402,5.08472298251213e-12,rpsB,(GenBank) 30S ribosomal protein S2,pmr03010  Ribosome
PMI3272,12551.205878763201,-1.41642850598098,5.6648506511799e-07,rpsE,(GenBank) 30S ribosomal protein S5,pmr03010  Ribosome
PMI3670,1854.9833436425897,-1.4241336498130899,1.64523528674046e-09,rpsI,(GenBank) 30S ribosomal protein S9,pmr03010  Ribosome
PMI3706,342.436247082326,-1.43070704683821,0.00265657188415571,,(GenBank) TonB-dependent receptor,
PMI3262,32547.7483867198,-1.43222883832041,3.58581060026792e-08,rplP,(GenBank) 50S ribosomal protein L16,pmr03010  Ribosome
PMI3260,14585.6184139815,-1.4441688128218502,1.81530227553053e-07,rplV,(GenBank) 50S ribosomal protein L22,pmr03010  Ribosome
PMI3256,28118.4461574862,-1.4624545728845,2.61678787263726e-06,rplD,(GenBank) 50S ribosomal protein L4,pmr03010  Ribosome
PMI3255,26947.2256926019,-1.46518305123668,4.4611376897694805e-06,rplC,(GenBank) 50S ribosomal protein L3,pmr03010  Ribosome
PMI3270,27828.0139169067,-1.4700203393970501,2.7773090928908003e-09,rplF,(GenBank) 50S ribosomal protein L6,pmr03010  Ribosome
PMI3669,12165.3814160747,-1.47553355361172,2.53710835222773e-08,rplM,(GenBank) 50S ribosomal protein L13,pmr03010  Ribosome
PMI0836,476.405066132714,-1.48124491527566,0.000783676174782098,mtr,(GenBank) putative tryptophan-specific transport protein,
PMI3258,29680.2318759979,-1.4834199489155502,7.21230710007561e-08,rplB,(GenBank) 50S ribosomal protein L2,pmr03010  Ribosome
PMI0291,5446.9641580208,-1.4836668085754499,1.9892692186343103e-05,treB,"(GenBank) trehalose-specific PTS system, EIIBC component","pmr00500  Starch and sucrose metabolism, pmr02060  Phosphotransferase system (PTS)"
PMI3623,4562.336810979989,-1.52194259153841,3.9484097118801794e-05,dusB,(GenBank) tRNA-dihydrouridine synthase B,
PMI3259,5573.077330176271,-1.5221767026610402,6.01338172948543e-08,rpsS,(GenBank) 30S ribosomal protein S19,pmr03010  Ribosome
PMI0826,3684.2589612518605,-1.52235555724476,8.78435896587413e-09,rplY,(GenBank) 50S ribosomal protein L25,pmr03010  Ribosome
PMI0729,599.564394505886,-1.52841174616322,1.08015745580416e-08,aphA,(GenBank) class B acid phosphatase precursor,"pmr00740  Riboflavin metabolism, pmr01100  Metabolic pathways"
PMI2787,39924.8361580101,-1.53247836816982,2.97783011330545e-10,rplJ,(GenBank) 50S ribosomal subunit protein L10,pmr03010  Ribosome
PMI3622,1001.5198758951,-1.5422241797586798,3.7998017018806197e-06,fis,(GenBank) DNA-binding protein Fis,
PMI0289,3354.89566454183,-1.5427062519339299,1.8300789084032603e-05,pgmB,(GenBank) beta-phosphoglucomutase,pmr00500  Starch and sucrose metabolism
PMI3268,7632.3034747434995,-1.54848723655949,4.24992800043231e-07,rpsN,(GenBank) 30S ribosomal protein S14,pmr03010  Ribosome
PMI0176,165.97153354651599,-1.5577392020484702,3.62603572256135e-07,,(GenBank) putative exported protein,
PMI3254,12241.6016461972,-1.56576526844592,4.29354442193398e-08,rpsJ,(GenBank) 30S ribosomal protein S10,pmr03010  Ribosome
PMI0175,56.618363804283895,-1.56602167009085,8.64129062071731e-05,,(GenBank) putative exported protein,
PMI3220,5041.12690030189,-1.58933363303146,2.7773090928908003e-09,rpmE,(GenBank) 50S ribosomal protein L31,pmr03010  Ribosome
PMI3375,25341.2913902046,-1.59633838591339,6.906636596676721e-10,priB,(GenBank) primosomal replication protein N,pmr03440  Homologous recombination
PMI0290,27292.2466760455,-1.60003478490249,1.85531760603163e-05,,(GenBank) glycosyl hydrolase,
PMI3265,7332.32730904516,-1.60420150148768,3.02144991991685e-08,rplN,(GenBank) 50S ribosomal protein L14,pmr03010  Ribosome
PMI3379,36.147386458921105,-1.62135795630606,0.000395679884622979,rpmE2,(GenBank) 50S ribosomal protein L31 type B,pmr03010  Ribosome
PMI3401,293.25088880139,-1.6910571084783799,5.08083978104478e-08,sfsB,(GenBank) sugar fermentation stimulation protein,
PMI3374,12577.824527512901,-1.7043411862304398,1.6348980386131799e-10,rpsF,(GenBank) 30S ribosomal protein S6,pmr03010  Ribosome
PMI2834,1275.70950903322,-1.7126328536968898,1.37808438108377e-06,aad,(GenBank) amino acid deaminase,
PMI3157,4892.65311058322,-1.7316383770585702,2.64131087340617e-11,rpmB,(GenBank) 50S ribosomal protein L28,pmr03010  Ribosome
PMI1344,76.9974103728797,-1.77802625822535,0.00011063725667836599,trpD,(GenBank) anthranilate synthase component (glutamine amidotransferase),"pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids, pmr02024  Quorum sensing"
PMI2082,774.220307061295,-1.84291005903755,6.5324453116800796e-15,leuO,(GenBank) LysR-family transcriptional regulator,
PMI3377,8315.701263938221,-1.86587963013288,2.1561540449895396e-13,rplI,(GenBank) 50S ribosomal protein L9,pmr03010  Ribosome
PMI1343,588.782347527048,-1.8830573303010703,8.60623048617783e-05,trpE,(GenBank) anthranilate synthase component I,"pmr00400  Phenylalanine, tyrosine and tryptophan biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01230  Biosynthesis of amino acids, pmr02024  Quorum sensing"
PMI3376,3370.8107776960805,-2.03836022456711,3.73330941784093e-16,rpsR,(GenBank) 30S ribosomal protein S18,pmr03010  Ribosome
